term,mean_tfidf_high,mean_tfidf_moderate,mean_tfidf_limited,mean_tfidf_low,term_type
accurate,0.011147,0.013655,0.004343,0.0,unigram
members,0.011139,0.012395,0.029153,0.0,unigram
does,0.011126,0.0,0.0,0.0,unigram
collection,0.011126,0.0,0.0,0.0,unigram
engage,0.011124,0.01694,0.005602,0.0,unigram
accessible,0.011078,0.0,0.008576,0.0,unigram
queries,0.011078,0.0,0.012645,0.0,unigram
accounting estimates,0.011069,0.008456,0.01596,0.053726,bigram
women,0.011045,0.004867,0.011394,0.0,unigram
partnerships,0.011038,0.008597,0.013944,0.023651,unigram
mandatory,0.01103,0.0,0.0,0.0,unigram
accountable,0.01103,0.0,0.0,0.0,unigram
analytics ai,0.01103,0.0,0.0,0.0,bigram
ethical use,0.011028,0.009655,0.0,0.0,bigram
threat,0.011019,0.015918,0.005521,0.0,unigram
reported,0.011019,0.0,0.012482,0.0,unigram
continue provide,0.011015,0.0,0.0,0.0,bigram
iii,0.011015,0.0,0.0,0.0,unigram
drive greater,0.011015,0.0,0.0,0.0,bigram
ensure data,0.011015,0.0,0.0,0.0,bigram
deep dive,0.011013,0.005314,0.005501,0.0,bigram
fragmented,0.011007,0.005226,0.0,0.0,unigram
carbon,0.010994,0.0,0.014585,0.0,unigram
divisional,0.010987,0.0,0.010323,0.0,unigram
practice,0.010974,0.014746,0.01383,0.0,unigram
tooling,0.010971,0.0,0.006842,0.0,unigram
versus,0.010958,0.0,0.00504,0.0,unigram
reshaping,0.010958,0.004867,0.0,0.0,unigram
fixed,0.010947,0.0,0.013626,0.0,unigram
rapid evolution,0.01094,0.0,0.0,0.0,bigram
innovate,0.010936,0.0092,0.0,0.0,unigram
digitally,0.010919,0.0,0.007346,0.0,unigram
evolution ai,0.010919,0.0,0.0,0.034033,bigram
agreed,0.010902,0.009609,0.0,0.057246,unigram
analysis,0.010891,0.016249,0.0,0.0,unigram
percentage,0.010886,0.005234,0.00682,0.0,unigram
life,0.010886,0.004429,0.004662,0.0,unigram
outputs,0.010863,0.005314,0.0,0.0,unigram
pressure,0.010855,0.005314,0.0,0.0,unigram
scenario,0.010851,0.011873,0.0,0.0,unigram
concern,0.01083,0.010462,0.0,0.0,unigram
ve,0.010815,0.012723,0.010239,0.049336,unigram
fx,0.010793,0.012054,0.011463,0.0,unigram
vulnerabilities,0.010787,0.005314,0.0,0.0,unigram
proposed,0.010787,0.0,0.007469,0.0,unigram
maintained,0.010754,0.01199,0.009588,0.0,unigram
executive director,0.01075,0.017774,0.017262,0.0,bigram
small,0.010738,0.020713,0.0,0.0,unigram
shift,0.010734,0.005791,0.0,0.0,unigram
actively,0.010728,0.012002,0.009784,0.0,unigram
unusual,0.010727,0.0,0.004662,0.05296,unigram
principal risk,0.010727,0.004787,0.0065,0.0,bigram
judgements making,0.010727,0.0,0.004662,0.05296,bigram
evaluating,0.010727,0.0,0.004662,0.05296,unigram
house,0.010714,0.004566,0.009588,0.0,unigram
customer engagement,0.010708,0.010462,0.0,0.0,bigram
architecture,0.010708,0.018288,0.0,0.0,unigram
unlock,0.010708,0.005658,0.007372,0.0,unigram
vulnerable,0.010694,0.0,0.0,0.0,unigram
created,0.010694,0.0,0.0,0.0,unigram
ai model,0.010694,0.0,0.0,0.0,bigram
manage money,0.010693,0.0,0.0,0.0,bigram
board risk,0.010693,0.0,0.0,0.0,bigram
generation,0.01069,0.0,0.0,0.057623,unigram
appointed,0.010676,0.0,0.007096,0.0,unigram
ai integration,0.010676,0.005314,0.0,0.0,bigram
cloud ai,0.010676,0.005226,0.0,0.0,bigram
risk trend,0.010676,0.005314,0.0,0.0,bigram
detection,0.010667,0.018561,0.010121,0.0,unigram
ai governance,0.010655,0.008429,0.012407,0.0,bigram
participants,0.01063,0.005658,0.0,0.0,unigram
climate related,0.01063,0.008241,0.0,0.0,bigram
informed,0.010603,0.0,0.018217,0.0,unigram
launch,0.010585,0.018755,0.005312,0.035694,unigram
strategy including,0.010582,0.0,0.015203,0.0,bigram
sophisticated,0.01058,0.013781,0.0,0.0,unigram
recognise,0.01058,0.02046,0.012585,0.0,unigram
positioning,0.01057,0.0,0.0,0.0,unigram
damage,0.01057,0.009663,0.0,0.0,unigram
including customers,0.01057,0.0,0.0,0.0,bigram
customers suppliers,0.01057,0.0,0.0,0.0,bigram
serve customers,0.010552,0.008241,0.0,0.0,bigram
regulatory expectations,0.010543,0.0,0.0,0.0,bigram
approaches,0.010543,0.0,0.0,0.0,unigram
primarily,0.010543,0.0,0.0,0.0,unigram
ai capability,0.010543,0.0,0.0,0.0,bigram
internal control,0.010542,0.008511,0.012834,0.0,bigram
entries,0.010542,0.003482,0.013069,0.022302,unigram
march,0.010542,0.007624,0.018975,0.0,unigram
day,0.010536,0.012401,0.027239,0.0,unigram
book,0.010527,0.0,0.0,0.0,unigram
customer data,0.010527,0.0,0.0,0.0,bigram
science,0.010527,0.0,0.0,0.0,unigram
intelligence based,0.010516,0.0,0.0,0.0,bigram
india,0.01051,0.011424,0.0,0.0,unigram
pr,0.01051,0.0,0.007856,0.0,unigram
analyse,0.010489,0.009609,0.006842,0.0,unigram
payment,0.010449,0.019372,0.010767,0.0,unigram
errors,0.010448,0.010543,0.0,0.0,unigram
connectivity,0.010424,0.0,0.0,0.0,unigram
asset class,0.010424,0.0,0.0,0.0,bigram
deploying ai,0.010424,0.0,0.0,0.0,bigram
forums,0.010424,0.0,0.0,0.0,unigram
make informed,0.010424,0.0,0.0,0.0,bigram
algorithmic,0.010424,0.0,0.0,0.0,unigram
overall,0.010422,0.013416,0.018761,0.023651,unigram
cash,0.010375,0.007624,0.012305,0.048833,unigram
response,0.010369,0.020984,0.010168,0.0,unigram
materials,0.010356,0.0,0.0,0.0,unigram
enforcement,0.010356,0.0,0.0,0.0,unigram
liability,0.010356,0.0,0.0,0.0,unigram
consequences,0.010356,0.0,0.0,0.0,unigram
transition plans,0.010356,0.0,0.0,0.0,bigram
tailored,0.010354,0.016119,0.0,0.0,unigram
view,0.010336,0.009841,0.016081,0.0,unigram
ai scale,0.010335,0.0,0.0,0.0,bigram
published,0.010335,0.0,0.0,0.0,unigram
known,0.010335,0.0,0.0,0.0,unigram
adverse effect,0.010335,0.0,0.0,0.0,bigram
explored,0.010335,0.0,0.0,0.0,unigram
play,0.01032,0.0,0.0,0.0,unigram
channel,0.01032,0.0,0.0,0.0,unigram
regulation authority,0.01032,0.0,0.0,0.0,bigram
colleagues customers,0.01032,0.0,0.0,0.0,bigram
including digital,0.01032,0.0,0.0,0.0,bigram
valuations,0.010312,0.005226,0.0,0.0,unigram
equivalent,0.010312,0.0,0.007096,0.0,unigram
including new,0.010312,0.0,0.007346,0.0,bigram
including business,0.010297,0.0,0.0,0.0,bigram
cha,0.010297,0.0,0.0,0.0,unigram
methodologies,0.010297,0.0,0.0,0.0,unigram
strengths,0.010288,0.0,0.007096,0.0,unigram
future ai,0.010288,0.005314,0.0,0.0,bigram
helping colleagues,0.010288,0.005226,0.0,0.0,bigram
economies,0.010288,0.005226,0.0,0.0,unigram
panel,0.010288,0.0,0.005501,0.0,unigram
ensure ai,0.010288,0.005226,0.0,0.0,bigram
ai used,0.010281,0.0,0.0,0.0,bigram
roles responsibilities,0.010281,0.0,0.0,0.0,bigram
transition risks,0.010281,0.0,0.0,0.0,bigram
climate change,0.010281,0.0,0.0,0.0,bigram
recruitment,0.010281,0.0,0.0,0.0,unigram
sustainability related,0.010281,0.0,0.0,0.0,bigram
championing,0.010281,0.0,0.0,0.0,unigram
ai make,0.010281,0.0,0.0,0.0,bigram
regularly,0.01023,0.012733,0.006014,0.0,unigram
sharing,0.010224,0.0,0.0065,0.0,unigram
growth opportunities,0.010224,0.005675,0.0,0.0,bigram
represent,0.010224,0.005675,0.0,0.0,unigram
edge,0.010211,0.008241,0.0,0.0,unigram
st,0.010211,0.005658,0.0,0.0,unigram
come,0.010211,0.008105,0.0,0.0,unigram
welcomed,0.010211,0.0,0.00504,0.0,unigram
digital platforms,0.010211,0.0092,0.0,0.0,bigram
cutting edge,0.010211,0.004867,0.0,0.0,bigram
cutting,0.010211,0.004867,0.0,0.0,unigram
china,0.010202,0.012733,0.006225,0.0,unigram
states,0.0102,0.006195,0.0,0.0,unigram
web,0.010194,0.012749,0.0,0.0,unigram
activity,0.01019,0.004429,0.019471,0.0,unigram
conflicts,0.010181,0.0,0.005501,0.0,unigram
globe,0.010181,0.006195,0.0,0.0,unigram
supply chain,0.010181,0.005226,0.0,0.0,bigram
notes,0.010156,0.006176,0.0,0.0,unigram
spending,0.01015,0.016919,0.0,0.0,unigram
education,0.01015,0.004429,0.012204,0.0,unigram
safety,0.01015,0.007499,0.012305,0.0,unigram
institutional,0.010145,0.004867,0.00504,0.0,unigram
customer facing,0.010138,0.007624,0.007894,0.0,bigram
projects,0.010124,0.005226,0.008576,0.0,unigram
recovery,0.010117,0.007624,0.007268,0.0,unigram
reliability,0.010117,0.013761,0.0,0.0,unigram
election,0.010104,0.0,0.006729,0.0,unigram
engagements,0.010104,0.005658,0.0,0.0,unigram
specialist,0.010091,0.0,0.006842,0.0,unigram
sustained,0.010091,0.0,0.00504,0.0,unigram
gives,0.010091,0.0,0.00504,0.0,unigram
entry,0.010091,0.004787,0.0,0.0,unigram
linked,0.010083,0.004787,0.006842,0.0,unigram
statement,0.010071,0.007324,0.008349,0.049634,unigram
native,0.010048,0.018827,0.0,0.0,unigram
firm,0.010039,0.005226,0.0,0.0,unigram
group approach,0.010039,0.009663,0.0,0.0,bigram
review continued,0.010036,0.0,0.0,0.0,bigram
ai customer,0.010036,0.0,0.0,0.0,bigram
awards,0.010029,0.023512,0.00677,0.0,unigram
blockchain,0.010002,0.008105,0.022335,0.0,unigram
upskilling,0.010002,0.004867,0.00504,0.0,unigram
indicative,0.009993,0.004891,0.004343,0.049336,unigram
indicative potential,0.009993,0.004891,0.004343,0.049336,bigram
disclosure,0.00998,0.0,0.013571,0.0,unigram
risk ai,0.009944,0.004867,0.007372,0.0,bigram
times,0.009907,0.009737,0.006225,0.0,unigram
ai solutions,0.009877,0.009002,0.005799,0.0,bigram
digital markets,0.009877,0.0,0.0,0.0,bigram
financial loss,0.009877,0.0,0.0,0.0,bigram
removing,0.009877,0.0,0.0,0.0,unigram
cybersecurity data,0.009877,0.0,0.0,0.0,bigram
uk government,0.009872,0.0,0.005501,0.0,bigram
uncertainties,0.009872,0.0,0.005501,0.0,unigram
proactively,0.009872,0.0,0.007096,0.0,unigram
feature,0.009872,0.006195,0.0,0.0,unigram
recognising,0.009872,0.006195,0.0,0.0,unigram
report corporate,0.009867,0.005889,0.0,0.0,bigram
strategic report,0.009867,0.005889,0.0,0.0,bigram
governance financial,0.009867,0.005889,0.0,0.0,bigram
vehicle,0.009867,0.006845,0.0,0.0,unigram
behaviours,0.009847,0.017695,0.0,0.0,unigram
aligned,0.009842,0.015215,0.010645,0.0,unigram
connections,0.009834,0.004503,0.006329,0.0,unigram
horizon,0.009834,0.004429,0.020662,0.0,unigram
environment key,0.009832,0.0,0.0,0.0,bigram
increasingly complex,0.009832,0.0,0.0,0.0,bigram
ai operational,0.009832,0.0,0.0,0.0,bigram
swiftly,0.009832,0.0,0.0,0.0,unigram
aud,0.009832,0.0,0.0,0.0,unigram
health safety,0.009832,0.0,0.0,0.0,bigram
drive long,0.009832,0.0,0.0,0.0,bigram
findings,0.009832,0.0,0.0,0.0,unigram
inclusion resilience,0.009832,0.0,0.0,0.0,bigram
business strategy,0.009832,0.0,0.0,0.0,bigram
generate,0.009832,0.0,0.0,0.0,unigram
stages,0.009832,0.0,0.0,0.0,unigram
customers financial,0.009832,0.0,0.0,0.0,bigram
relevant identified,0.009816,0.0,0.0,0.0,bigram
potential fraud,0.009816,0.0,0.0,0.0,bigram
extending leadership,0.009816,0.0,0.0,0.0,bigram
business communicated,0.009816,0.0,0.0,0.0,bigram
identified laws,0.009816,0.0,0.0,0.0,bigram
normal course,0.009816,0.0,0.0,0.0,bigram
external environment,0.009816,0.0,0.0,0.0,bigram
driving better,0.009816,0.0,0.0,0.0,bigram
cost income,0.009816,0.0,0.0,0.0,bigram
controls testing,0.009816,0.0,0.0,0.0,bigram
data technology,0.009816,0.0,0.0,0.0,bigram
seamless digital,0.009816,0.0,0.0,0.0,bigram
risk policies,0.009816,0.0,0.0,0.0,bigram
course business,0.009816,0.0,0.0,0.0,bigram
competitive advantages,0.009816,0.0,0.0,0.0,bigram
income ratio,0.009816,0.0,0.0,0.0,bigram
communicated relevant,0.009816,0.0,0.0,0.0,bigram
communicated,0.009816,0.0,0.0,0.0,unigram
testing appropriateness,0.009816,0.0,0.0,0.0,bigram
areas including,0.009816,0.0,0.0,0.0,bigram
ai implemented,0.009816,0.0,0.0,0.0,bigram
insurance business,0.009816,0.0,0.0,0.0,bigram
appropriateness journal,0.009816,0.0,0.0,0.0,bigram
trend group,0.009816,0.0,0.0,0.0,bigram
committee group,0.009816,0.0,0.0,0.0,bigram
ai accelerating,0.009816,0.0,0.0,0.0,bigram
entries adjustments,0.009816,0.0,0.0,0.0,bigram
confidence,0.009812,0.0,0.018935,0.023651,unigram
audit committee,0.009803,0.017816,0.005949,0.0,bigram
link,0.009795,0.0,0.007856,0.0,unigram
risk framework,0.009795,0.0,0.007372,0.0,bigram
methodology,0.009795,0.004787,0.0,0.0,unigram
strategic partnership,0.009793,0.004787,0.006729,0.0,bigram
duties,0.00979,0.0,0.0,0.0,unigram
open source,0.00979,0.0,0.0,0.0,bigram
reputational harm,0.00979,0.0,0.0,0.0,bigram
stated,0.00979,0.0,0.0,0.0,unigram
microsoft ai,0.00979,0.0,0.0,0.0,bigram
marked,0.00979,0.0,0.0,0.0,unigram
authorised,0.00979,0.0,0.0,0.0,unigram
efficiency gains,0.009779,0.0,0.013872,0.0,bigram
order,0.009775,0.006985,0.017265,0.0,unigram
case,0.009762,0.008932,0.0,0.0,unigram
fca,0.009743,0.0,0.023277,0.0,unigram
providers,0.009743,0.010484,0.0,0.05296,unigram
values,0.009723,0.008932,0.0,0.0,unigram
overseeing,0.009723,0.004503,0.004662,0.0,unigram
operating model,0.00971,0.004126,0.011696,0.0,bigram
significantly,0.00971,0.004195,0.017337,0.0,unigram
require,0.009707,0.0,0.007864,0.0,unigram
identification,0.009701,0.015576,0.011578,0.0,unigram
journal entries,0.009695,0.003928,0.010676,0.025159,bigram
journal,0.009695,0.003928,0.010676,0.025159,unigram
quantum computing,0.009695,0.014528,0.006225,0.0,bigram
heart,0.009649,0.008997,0.0,0.0,unigram
cover,0.009649,0.006195,0.0,0.0,unigram
exposure,0.009649,0.010457,0.0,0.0,unigram
adequately,0.009649,0.005314,0.0,0.0,unigram
risk categories,0.009649,0.0,0.009315,0.0,bigram
literacy,0.009616,0.009655,0.0,0.0,unigram
attack,0.009616,0.004867,0.007372,0.0,unigram
anticipated,0.009602,0.017441,0.0,0.0,unigram
connected,0.009602,0.005658,0.00504,0.0,unigram
board discussions,0.009538,0.0,0.008048,0.0,bigram
board committees,0.009538,0.006195,0.0,0.0,bigram
dynamics,0.009538,0.010043,0.0,0.0,unigram
right,0.00953,0.02195,0.010757,0.0,unigram
offset,0.009514,0.0,0.007096,0.0,unigram
disrupt,0.009514,0.0,0.009315,0.0,unigram
allow,0.009514,0.005226,0.0,0.0,unigram
risks opportunities,0.009514,0.006176,0.0,0.0,bigram
assessment process,0.009514,0.0,0.008048,0.0,bigram
compared,0.009514,0.005314,0.0,0.0,unigram
adversely,0.00951,0.0,0.011769,0.0,unigram
specifically,0.009499,0.005226,0.0,0.0,unigram
business performance,0.009499,0.0,0.0,0.034033,bigram
invest,0.009493,0.021831,0.024239,0.0,unigram
substantial,0.009467,0.004787,0.0,0.0,unigram
underlying,0.009467,0.0092,0.0,0.0,unigram
disruptions,0.009467,0.0092,0.0,0.0,unigram
centres,0.009467,0.004787,0.0,0.0,unigram
different,0.009459,0.010484,0.0,0.0,unigram
highlighted,0.009455,0.009002,0.006353,0.0,unigram
confirmed,0.009454,0.004867,0.0,0.0,unigram
ure,0.009454,0.004867,0.0,0.0,unigram
accordingly,0.009454,0.0,0.00504,0.0,unigram
able,0.009454,0.005675,0.0,0.0,unigram
earnings,0.009447,0.015255,0.0,0.0,unigram
early,0.009446,0.013745,0.0,0.0,unigram
ai enhance,0.009444,0.008321,0.004343,0.0,bigram
th,0.009428,0.008443,0.005246,0.025159,unigram
resulting,0.009425,0.01001,0.011113,0.0,unigram
multiple,0.009424,0.015255,0.0,0.0,unigram
handling,0.009424,0.0,0.013342,0.0,unigram
geographies,0.009424,0.0,0.013229,0.0,unigram
investment technology,0.009419,0.0,0.0,0.0,bigram
involvement,0.009419,0.0,0.0,0.0,unigram
ai management,0.009419,0.0,0.0,0.0,bigram
new board,0.009419,0.0,0.0,0.0,bigram
preparedness,0.009419,0.0,0.0,0.0,unigram
secretary,0.009419,0.0,0.0,0.0,unigram
thank,0.009419,0.0,0.0,0.0,unigram
capture,0.009419,0.0,0.0,0.0,unigram
ai quantum,0.009419,0.0,0.0,0.0,bigram
customers risk,0.009419,0.0,0.0,0.0,bigram
related risk,0.009419,0.0,0.0,0.0,bigram
company secretary,0.009419,0.0,0.0,0.0,bigram
renewable,0.009419,0.0,0.0,0.0,unigram
failure achieve,0.009419,0.0,0.0,0.0,bigram
advanced analytics,0.009419,0.0,0.0,0.0,bigram
improving operational,0.009419,0.0,0.0,0.0,bigram
facing group,0.009419,0.0,0.0,0.0,bigram
ann,0.009419,0.0,0.0,0.0,unigram
person,0.009419,0.0,0.0,0.0,unigram
operational excellence,0.009419,0.0,0.0,0.0,bigram
business leaders,0.009419,0.0,0.0,0.0,bigram
partner,0.009406,0.005314,0.0,0.0,unigram
new products,0.009406,0.008997,0.0,0.0,bigram
fast,0.009405,0.018609,0.005593,0.0,unigram
management bias,0.0094,0.0,0.017755,0.026868,bigram
pipeline,0.009347,0.009663,0.0,0.0,unigram
ng,0.009347,0.00525,0.00682,0.0,unigram
furthermore,0.009344,0.005226,0.0,0.0,unigram
uses ai,0.009344,0.006176,0.0,0.0,bigram
obligations,0.009343,0.0092,0.00504,0.0,unigram
executive directors,0.00934,0.013424,0.011401,0.0,bigram
rigorous,0.009335,0.007624,0.004662,0.0,unigram
meetings,0.009328,0.009753,0.007268,0.0,unigram
audits,0.009326,0.004867,0.006729,0.0,unigram
data insights,0.009325,0.0,0.0,0.0,bigram
year market,0.009325,0.0,0.0,0.0,bigram
budgeting,0.009325,0.0,0.0,0.0,unigram
information officer,0.009325,0.0,0.0,0.0,bigram
reimagining,0.009325,0.0,0.0,0.0,unigram
reinforcing,0.009325,0.0,0.0,0.0,unigram
board discussed,0.009325,0.0,0.0,0.0,bigram
engagement activities,0.009325,0.0,0.0,0.0,bigram
ai enablement,0.009325,0.0,0.0,0.0,bigram
use case,0.009325,0.0,0.0,0.0,bigram
management engagement,0.009325,0.0,0.0,0.0,bigram
cloud computing,0.009325,0.0,0.0,0.0,bigram
cloud migration,0.009325,0.0,0.0,0.0,bigram
enablement,0.009325,0.0,0.0,0.0,unigram
products serve,0.009325,0.0,0.0,0.0,bigram
past,0.009315,0.004876,0.010239,0.026868,unigram
ventures,0.009291,0.010967,0.0,0.0,unigram
approved,0.00928,0.012598,0.018255,0.0,unigram
steps,0.009277,0.006176,0.0,0.0,unigram
committee received,0.009277,0.0,0.005501,0.0,bigram
harnessing,0.009277,0.006176,0.0,0.0,unigram
marketing,0.009249,0.017403,0.005949,0.0,unigram
means,0.00922,0.006541,0.021118,0.0,unigram
group business,0.009206,0.004429,0.013046,0.0,bigram
business operations,0.009196,0.009655,0.0,0.0,bigram
physical,0.009196,0.009655,0.0,0.0,unigram
managing,0.009164,0.010469,0.014712,0.0,unigram
december,0.009164,0.008429,0.011585,0.0,unigram
purpose,0.009153,0.015178,0.012948,0.0,unigram
reduction,0.009142,0.010484,0.0,0.048833,unigram
percentage point,0.00912,0.0,0.0,0.0,bigram
energy demand,0.00912,0.0,0.0,0.0,bigram
fair value,0.00912,0.0,0.0,0.0,bigram
acquired,0.00912,0.0,0.0,0.0,unigram
workloads,0.00912,0.0,0.0,0.0,unigram
risk data,0.00912,0.0,0.0,0.0,bigram
profit,0.00912,0.0,0.0,0.0,unigram
joint,0.00912,0.0,0.0,0.0,unigram
rwas,0.00912,0.0,0.0,0.0,unigram
quotes,0.00912,0.0,0.0,0.0,unigram
transfer,0.00912,0.0,0.0,0.0,unigram
group operational,0.00912,0.0,0.0,0.0,bigram
increased use,0.00912,0.0,0.0,0.0,bigram
data transformation,0.00912,0.0,0.0,0.0,bigram
obligation,0.00912,0.0,0.0,0.0,unigram
reinforced,0.00912,0.0,0.0,0.0,unigram
compensation,0.00912,0.0,0.0,0.0,unigram
adversely affect,0.00912,0.0,0.0,0.0,bigram
complexity,0.009118,0.013424,0.016715,0.0,unigram
consideration,0.009118,0.008281,0.021775,0.0,unigram
composition,0.009094,0.004195,0.009945,0.0,unigram
council,0.009062,0.013318,0.0,0.0,unigram
strength,0.009062,0.008511,0.006225,0.0,unigram
revenue growth,0.009059,0.013014,0.0,0.028842,bigram
society,0.009048,0.0,0.013191,0.0,unigram
deploy ai,0.009048,0.0,0.00504,0.0,bigram
enables,0.00904,0.022214,0.008499,0.0,unigram
today,0.00904,0.013147,0.009983,0.056386,unigram
digital data,0.00902,0.0,0.0,0.0,bigram
business services,0.00902,0.0,0.0,0.0,bigram
financed emissions,0.00902,0.0,0.0,0.0,bigram
build resilience,0.00902,0.0,0.0,0.0,bigram
consequently,0.00902,0.0,0.0,0.0,unigram
customer protection,0.00902,0.0,0.0,0.0,bigram
ai result,0.00902,0.0,0.0,0.0,bigram
bad actors,0.00902,0.0,0.0,0.0,bigram
document,0.00902,0.0,0.0,0.0,unigram
bad,0.00902,0.0,0.0,0.0,unigram
result regulatory,0.00902,0.0,0.0,0.0,bigram
ability access,0.00902,0.0,0.0,0.0,bigram
ai enabling,0.00902,0.0,0.0,0.0,bigram
housing,0.00902,0.0,0.0,0.0,unigram
refer,0.00902,0.0,0.0,0.0,unigram
results operations,0.00902,0.0,0.0,0.0,bigram
largely,0.00902,0.0,0.0,0.0,unigram
ai financial,0.008991,0.013893,0.0,0.0,bigram
new technology,0.008951,0.008803,0.016593,0.0,bigram
appointment,0.008934,0.005226,0.007096,0.0,unigram
focus key,0.008928,0.0,0.0,0.0,bigram
data risks,0.008928,0.0,0.0,0.0,bigram
aifinancial,0.008928,0.0,0.0,0.0,unigram
risks fraud,0.008928,0.0,0.0,0.0,bigram
aifinancial markets,0.008928,0.0,0.0,0.0,bigram
yield,0.008928,0.0,0.0,0.0,unigram
enable risk,0.008928,0.0,0.0,0.0,bigram
ethnicity pay,0.008928,0.0,0.0,0.0,bigram
milestones,0.008928,0.0,0.0,0.0,unigram
pricing model,0.008928,0.0,0.0,0.0,bigram
analytics infrastructure,0.008928,0.0,0.0,0.0,bigram
supporting future,0.008928,0.0,0.0,0.0,bigram
example ai,0.008928,0.0,0.0,0.0,bigram
www,0.008928,0.0,0.0,0.0,unigram
analytics solutions,0.008928,0.0,0.0,0.0,bigram
manage risk,0.008928,0.0,0.0,0.0,bigram
played,0.008928,0.0,0.0,0.0,unigram
challenges opportunities,0.008928,0.0,0.0,0.0,bigram
reduce demand,0.008928,0.0,0.0,0.0,bigram
emerge,0.008928,0.0,0.0,0.0,unigram
trajectory,0.008912,0.0,0.0,0.0,unigram
investing data,0.008912,0.0,0.0,0.0,bigram
patterns,0.008912,0.0,0.0,0.0,unigram
market trends,0.008912,0.0,0.0,0.0,bigram
data platforms,0.008912,0.0,0.0,0.0,bigram
data decision,0.008912,0.0,0.0,0.0,bigram
agents using,0.008912,0.0,0.0,0.0,bigram
alternative,0.008912,0.0,0.0,0.0,unigram
anticipate respond,0.008912,0.0,0.0,0.0,bigram
committees chair,0.008912,0.0,0.0,0.0,bigram
great,0.008903,0.008848,0.007346,0.0,unigram
maximising,0.008872,0.006176,0.0,0.0,unigram
monetary policy,0.008872,0.008848,0.0,0.0,bigram
data risk,0.008872,0.005226,0.0,0.0,bigram
managed,0.008872,0.011151,0.0,0.0,unigram
ways working,0.008872,0.0,0.012645,0.0,bigram
views,0.008872,0.009609,0.013229,0.0,unigram
cuts,0.008872,0.01247,0.0,0.0,unigram
monetary,0.008872,0.010967,0.0,0.0,unigram
mitigating,0.008872,0.005314,0.0,0.0,unigram
took,0.008858,0.006195,0.0,0.0,unigram
competitive advantage,0.008858,0.0,0.0144,0.0,bigram
balanced,0.008858,0.005226,0.0,0.0,unigram
regulations potential,0.008858,0.006195,0.0,0.0,bigram
scorecard,0.008858,0.005226,0.0,0.0,unigram
tariffs,0.008858,0.005226,0.0,0.0,unigram
people technology,0.008858,0.006195,0.0,0.0,bigram
audit risk,0.008858,0.005226,0.0,0.0,bigram
discussion,0.008858,0.0,0.005501,0.0,unigram
enhanced digital,0.008858,0.006176,0.0,0.0,bigram
unusual outside,0.008858,0.0,0.0,0.062492,bigram
responsible use,0.008854,0.011121,0.010676,0.0,bigram
development ai,0.008839,0.014857,0.0,0.0,bigram
api,0.008837,0.006866,0.0,0.0,unigram
reflects,0.008837,0.005791,0.0,0.0,unigram
risk culture,0.008837,0.005889,0.0,0.0,bigram
hiring,0.008834,0.010967,0.0,0.0,unigram
barriers,0.008834,0.0,0.005501,0.0,unigram
brings,0.008811,0.01693,0.0,0.0,unigram
establishing,0.008758,0.004503,0.0,0.048833,unigram
financial reporting,0.008758,0.008511,0.006014,0.0,bigram
wider workforce,0.008758,0.008511,0.006225,0.0,bigram
associated risks,0.008757,0.007791,0.015891,0.0,bigram
unique,0.008746,0.006651,0.019958,0.0,unigram
roll,0.008746,0.005234,0.0,0.05296,unigram
gain,0.008746,0.017403,0.010645,0.0,unigram
reward,0.008746,0.01441,0.012204,0.0,unigram
provision,0.008746,0.00945,0.0,0.028842,unigram
ed,0.008746,0.013014,0.0,0.0,unigram
customer outcomes,0.008719,0.005234,0.01193,0.0,bigram
security ai,0.008719,0.013761,0.004662,0.0,bigram
generated,0.008715,0.004787,0.00504,0.0,unigram
equity,0.008708,0.004195,0.013124,0.0,unigram
business model,0.008708,0.008321,0.005799,0.0,bigram
manual,0.008706,0.010628,0.02383,0.0,unigram
accuracy,0.008702,0.009609,0.006729,0.0,unigram
helped,0.008702,0.0,0.00504,0.031176,unigram
taking,0.008696,0.004126,0.012153,0.0,unigram
like,0.00869,0.022575,0.008499,0.0,unigram
assessments,0.008678,0.014303,0.013719,0.0,unigram
party suppliers,0.00866,0.0,0.008141,0.0,bigram
balancing,0.00866,0.006866,0.0,0.0,unigram
committee page,0.00866,0.005889,0.0,0.0,bigram
customers using,0.00866,0.0,0.008277,0.0,bigram
skills experience,0.00866,0.005889,0.0,0.0,bigram
offsite,0.00866,0.006845,0.0,0.0,unigram
financial assistant,0.00866,0.006866,0.0,0.0,bigram
requiring,0.00866,0.005889,0.0,0.0,unigram
lea,0.00866,0.006845,0.0,0.0,unigram
assurance framework,0.00866,0.018844,0.0,0.0,bigram
deploying,0.008617,0.017821,0.0,0.0,unigram
sentiment,0.008617,0.013029,0.0,0.0,unigram
oversee,0.008607,0.009737,0.007894,0.0,unigram
ai policy,0.008598,0.0,0.007864,0.0,bigram
risk risk,0.00856,0.009655,0.0,0.0,bigram
nation,0.008555,0.0,0.0,0.0,unigram
technology developments,0.008555,0.0,0.0,0.0,bigram
collateral,0.008555,0.0,0.0,0.0,unigram
embedded finance,0.008555,0.0,0.0,0.0,bigram
neobanks,0.008555,0.0,0.0,0.0,unigram
encouraging,0.008555,0.0,0.0,0.0,unigram
models tools,0.008555,0.0,0.0,0.0,bigram
finance support,0.008555,0.0,0.0,0.0,bigram
prioritised,0.008555,0.0,0.0,0.0,unigram
