term,term_type,document_frequency,document_frequency_pct,idf,total_count
ty,unigram,4,20.0,2.4351,4
underlying,unigram,4,20.0,2.4351,4
ure,unigram,4,20.0,2.4351,4
versus,unigram,4,20.0,2.4351,4
vital,unigram,4,20.0,2.4351,4
welcomed,unigram,4,20.0,2.4351,4
ai technologies,bigram,3,15.0,2.6582,14
claims,unigram,3,15.0,2.6582,13
research,unigram,3,15.0,2.6582,13
servicing,unigram,3,15.0,2.6582,12
ai ready,bigram,3,15.0,2.6582,11
predictive,unigram,3,15.0,2.6582,10
academy,unigram,3,15.0,2.6582,9
consumers,unigram,3,15.0,2.6582,9
deliver greater,bigram,3,15.0,2.6582,9
regime,unigram,3,15.0,2.6582,9
scalability,unigram,3,15.0,2.6582,9
contact,unigram,3,15.0,2.6582,8
copilot,unigram,3,15.0,2.6582,8
data ethics,bigram,3,15.0,2.6582,8
generative agentic,bigram,3,15.0,2.6582,8
property,unigram,3,15.0,2.6582,8
read,unigram,3,15.0,2.6582,8
subsidiaries,unigram,3,15.0,2.6582,8
summarisation,unigram,3,15.0,2.6582,8
ai academy,bigram,3,15.0,2.6582,7
annum,unigram,3,15.0,2.6582,7
capacity,unigram,3,15.0,2.6582,7
credit risk,bigram,3,15.0,2.6582,7
london,unigram,3,15.0,2.6582,7
outputs,unigram,3,15.0,2.6582,7
profitability,unigram,3,15.0,2.6582,7
recommended,unigram,3,15.0,2.6582,7
smes,unigram,3,15.0,2.6582,7
things,unigram,3,15.0,2.6582,7
allows,unigram,3,15.0,2.6582,6
april,unigram,3,15.0,2.6582,6
august,unigram,3,15.0,2.6582,6
chains,unigram,3,15.0,2.6582,6
consolidated,unigram,3,15.0,2.6582,6
covering,unigram,3,15.0,2.6582,6
cuts,unigram,3,15.0,2.6582,6
deep dive,bigram,3,15.0,2.6582,6
deepen,unigram,3,15.0,2.6582,6
define,unigram,3,15.0,2.6582,6
features,unigram,3,15.0,2.6582,6
financing,unigram,3,15.0,2.6582,6
firms,unigram,3,15.0,2.6582,6
fixed,unigram,3,15.0,2.6582,6
flexible,unigram,3,15.0,2.6582,6
great,unigram,3,15.0,2.6582,6
group wide,bigram,3,15.0,2.6582,6
hiring,unigram,3,15.0,2.6582,6
home,unigram,3,15.0,2.6582,6
intelligent,unigram,3,15.0,2.6582,6
liquidity,unigram,3,15.0,2.6582,6
mortgage,unigram,3,15.0,2.6582,6
navigate,unigram,3,15.0,2.6582,6
noting,unigram,3,15.0,2.6582,6
onboarding,unigram,3,15.0,2.6582,6
products services,bigram,3,15.0,2.6582,6
projects,unigram,3,15.0,2.6582,6
queries,unigram,3,15.0,2.6582,6
requires,unigram,3,15.0,2.6582,6
settlement,unigram,3,15.0,2.6582,6
states,unigram,3,15.0,2.6582,6
ventures,unigram,3,15.0,2.6582,6
accelerate,unigram,3,15.0,2.6582,5
accessible,unigram,3,15.0,2.6582,5
ai deployment,bigram,3,15.0,2.6582,5
ai responsibly,bigram,3,15.0,2.6582,5
allocation,unigram,3,15.0,2.6582,5
appointment,unigram,3,15.0,2.6582,5
based solutions,bigram,3,15.0,2.6582,5
colleagues completed,bigram,3,15.0,2.6582,5
confidential,unigram,3,15.0,2.6582,5
data assets,bigram,3,15.0,2.6582,5
deposit,unigram,3,15.0,2.6582,5
discrimination,unigram,3,15.0,2.6582,5
discuss,unigram,3,15.0,2.6582,5
disrupt,unigram,3,15.0,2.6582,5
ecosystem,unigram,3,15.0,2.6582,5
effectiveness review,bigram,3,15.0,2.6582,5
embracing,unigram,3,15.0,2.6582,5
entities,unigram,3,15.0,2.6582,5
entrants,unigram,3,15.0,2.6582,5
exposure,unigram,3,15.0,2.6582,5
financial inclusion,bigram,3,15.0,2.6582,5
firm,unigram,3,15.0,2.6582,5
fraudulent,unigram,3,15.0,2.6582,5
furthermore,unigram,3,15.0,2.6582,5
future skills,bigram,3,15.0,2.6582,5
generation,unigram,3,15.0,2.6582,5
giving,unigram,3,15.0,2.6582,5
grc,unigram,3,15.0,2.6582,5
heart,unigram,3,15.0,2.6582,5
ifrs,unigram,3,15.0,2.6582,5
improve customer,bigram,3,15.0,2.6582,5
incidents,unigram,3,15.0,2.6582,5
including data,bigram,3,15.0,2.6582,5
language models,bigram,3,15.0,2.6582,5
learning models,bigram,3,15.0,2.6582,5
managed,unigram,3,15.0,2.6582,5
managers,unigram,3,15.0,2.6582,5
mobile,unigram,3,15.0,2.6582,5
monetary,unigram,3,15.0,2.6582,5
nd,unigram,3,15.0,2.6582,5
new products,bigram,3,15.0,2.6582,5
october,unigram,3,15.0,2.6582,5
perspectives,unigram,3,15.0,2.6582,5
pressure,unigram,3,15.0,2.6582,5
prices,unigram,3,15.0,2.6582,5
product development,bigram,3,15.0,2.6582,5
real estate,bigram,3,15.0,2.6582,5
regulatory requirements,bigram,3,15.0,2.6582,5
remuneration committee,bigram,3,15.0,2.6582,5
risk categories,bigram,3,15.0,2.6582,5
rolled,unigram,3,15.0,2.6582,5
sales,unigram,3,15.0,2.6582,5
score,unigram,3,15.0,2.6582,5
solutions including,bigram,3,15.0,2.6582,5
stability,unigram,3,15.0,2.6582,5
summarise,unigram,3,15.0,2.6582,5
tokenisation,unigram,3,15.0,2.6582,5
transforming,unigram,3,15.0,2.6582,5
uses ai,bigram,3,15.0,2.6582,5
voice,unigram,3,15.0,2.6582,5
vs,unigram,3,15.0,2.6582,5
access ai,bigram,3,15.0,2.6582,4
actual,unigram,3,15.0,2.6582,4
adaptability,unigram,3,15.0,2.6582,4
adequately,unigram,3,15.0,2.6582,4
agenda,unigram,3,15.0,2.6582,4
ai continue,bigram,3,15.0,2.6582,4
ai emerging,bigram,3,15.0,2.6582,4
ai ethics,bigram,3,15.0,2.6582,4
ai integration,bigram,3,15.0,2.6582,4
ai learning,bigram,3,15.0,2.6582,4
allow,unigram,3,15.0,2.6582,4
appointed,unigram,3,15.0,2.6582,4
assessment process,bigram,3,15.0,2.6582,4
barriers,unigram,3,15.0,2.6582,4
board committees,bigram,3,15.0,2.6582,4
board discussions,bigram,3,15.0,2.6582,4
board received,bigram,3,15.0,2.6582,4
border,unigram,3,15.0,2.6582,4
business performance,bigram,3,15.0,2.6582,4
business practices,bigram,3,15.0,2.6582,4
calculated,unigram,3,15.0,2.6582,4
ceo,unigram,3,15.0,2.6582,4
champion,unigram,3,15.0,2.6582,4
cloud ai,bigram,3,15.0,2.6582,4
coding,unigram,3,15.0,2.6582,4
combined,unigram,3,15.0,2.6582,4
commercial real,bigram,3,15.0,2.6582,4
commitments,unigram,3,15.0,2.6582,4
committee committee,bigram,3,15.0,2.6582,4
committee received,bigram,3,15.0,2.6582,4
communications,unigram,3,15.0,2.6582,4
compared,unigram,3,15.0,2.6582,4
competitiveness,unigram,3,15.0,2.6582,4
complete,unigram,3,15.0,2.6582,4
conflicts,unigram,3,15.0,2.6582,4
consistency,unigram,3,15.0,2.6582,4
contract,unigram,3,15.0,2.6582,4
contribution,unigram,3,15.0,2.6582,4
cover,unigram,3,15.0,2.6582,4
covers,unigram,3,15.0,2.6582,4
cycle,unigram,3,15.0,2.6582,4
data artificial,bigram,3,15.0,2.6582,4
decisioning,unigram,3,15.0,2.6582,4
delivers,unigram,3,15.0,2.6582,4
detect,unigram,3,15.0,2.6582,4
digitally,unigram,3,15.0,2.6582,4
diligence,unigram,3,15.0,2.6582,4
disclosures,unigram,3,15.0,2.6582,4
distribution channels,bigram,3,15.0,2.6582,4
dynamics,unigram,3,15.0,2.6582,4
economies,unigram,3,15.0,2.6582,4
enhancement,unigram,3,15.0,2.6582,4
ensure ai,bigram,3,15.0,2.6582,4
enter,unigram,3,15.0,2.6582,4
equivalent,unigram,3,15.0,2.6582,4
ethnic,unigram,3,15.0,2.6582,4
evolution ai,bigram,3,15.0,2.6582,4
expert,unigram,3,15.0,2.6582,4
exploring,unigram,3,15.0,2.6582,4
extending,unigram,3,15.0,2.6582,4
feature,unigram,3,15.0,2.6582,4
financed,unigram,3,15.0,2.6582,4
finances,unigram,3,15.0,2.6582,4
footprint,unigram,3,15.0,2.6582,4
form,unigram,3,15.0,2.6582,4
fragmented,unigram,3,15.0,2.6582,4
fraud detection,bigram,3,15.0,2.6582,4
free bias,bigram,3,15.0,2.6582,4
frictionless,unigram,3,15.0,2.6582,4
future ai,bigram,3,15.0,2.6582,4
globe,unigram,3,15.0,2.6582,4
good progress,bigram,3,15.0,2.6582,4
governance risk,bigram,3,15.0,2.6582,4
guided,unigram,3,15.0,2.6582,4
harnessing,unigram,3,15.0,2.6582,4
helping colleagues,bigram,3,15.0,2.6582,4
high risk,bigram,3,15.0,2.6582,4
holistic,unigram,3,15.0,2.6582,4
implemented,unigram,3,15.0,2.6582,4
inadequate,unigram,3,15.0,2.6582,4
including new,bigram,3,15.0,2.6582,4
including use,bigram,3,15.0,2.6582,4
index,unigram,3,15.0,2.6582,4
industries,unigram,3,15.0,2.6582,4
institutions,unigram,3,15.0,2.6582,4
integrations,unigram,3,15.0,2.6582,4
intensive,unigram,3,15.0,2.6582,4
introduced new,bigram,3,15.0,2.6582,4
iv,unigram,3,15.0,2.6582,4
know,unigram,3,15.0,2.6582,4
language model,bigram,3,15.0,2.6582,4
leverage ai,bigram,3,15.0,2.6582,4
loan,unigram,3,15.0,2.6582,4
malicious,unigram,3,15.0,2.6582,4
mean,unigram,3,15.0,2.6582,4
measurement,unigram,3,15.0,2.6582,4
minority,unigram,3,15.0,2.6582,4
monetary policy,bigram,3,15.0,2.6582,4
new entrants,bigram,3,15.0,2.6582,4
notes,unigram,3,15.0,2.6582,4
offset,unigram,3,15.0,2.6582,4
operates,unigram,3,15.0,2.6582,4
oversight ai,bigram,3,15.0,2.6582,4
overview,unigram,3,15.0,2.6582,4
owned,unigram,3,15.0,2.6582,4
panel,unigram,3,15.0,2.6582,4
particular focus,bigram,3,15.0,2.6582,4
partner,unigram,3,15.0,2.6582,4
pathways,unigram,3,15.0,2.6582,4
philosophy,unigram,3,15.0,2.6582,4
potentially,unigram,3,15.0,2.6582,4
previous,unigram,3,15.0,2.6582,4
private credit,bigram,3,15.0,2.6582,4
proactively,unigram,3,15.0,2.6582,4
process automation,bigram,3,15.0,2.6582,4
procurement,unigram,3,15.0,2.6582,4
projected,unigram,3,15.0,2.6582,4
proposed,unigram,3,15.0,2.6582,4
recognising,unigram,3,15.0,2.6582,4
recognition,unigram,3,15.0,2.6582,4
regional,unigram,3,15.0,2.6582,4
representation,unigram,3,15.0,2.6582,4
responsible business,bigram,3,15.0,2.6582,4
risk operational,bigram,3,15.0,2.6582,4
risk trend,bigram,3,15.0,2.6582,4
risks artificial,bigram,3,15.0,2.6582,4
risks continued,bigram,3,15.0,2.6582,4
risks opportunities,bigram,3,15.0,2.6582,4
run,unigram,3,15.0,2.6582,4
scaled,unigram,3,15.0,2.6582,4
senior management,bigram,3,15.0,2.6582,4
simple,unigram,3,15.0,2.6582,4
solutions help,bigram,3,15.0,2.6582,4
solve,unigram,3,15.0,2.6582,4
sought,unigram,3,15.0,2.6582,4
specifically,unigram,3,15.0,2.6582,4
statements including,bigram,3,15.0,2.6582,4
steps,unigram,3,15.0,2.6582,4
strategic objectives,bigram,3,15.0,2.6582,4
strengths,unigram,3,15.0,2.6582,4
supply chain,bigram,3,15.0,2.6582,4
term strategic,bigram,3,15.0,2.6582,4
themes,unigram,3,15.0,2.6582,4
threat landscape,bigram,3,15.0,2.6582,4
transition plan,bigram,3,15.0,2.6582,4
uk government,bigram,3,15.0,2.6582,4
unable,unigram,3,15.0,2.6582,4
uncertainties,unigram,3,15.0,2.6582,4
underway,unigram,3,15.0,2.6582,4
upgrades,unigram,3,15.0,2.6582,4
valuation,unigram,3,15.0,2.6582,4
valuations,unigram,3,15.0,2.6582,4
vision,unigram,3,15.0,2.6582,4
volume,unigram,3,15.0,2.6582,4
vulnerabilities,unigram,3,15.0,2.6582,4
ways working,bigram,3,15.0,2.6582,4
wealth management,bigram,3,15.0,2.6582,4
winning,unigram,3,15.0,2.6582,4
accordance,unigram,3,15.0,2.6582,3
accountable,unigram,3,15.0,2.6582,3
accounting standards,bigram,3,15.0,2.6582,3
accurately,unigram,3,15.0,2.6582,3
acquisitions,unigram,3,15.0,2.6582,3
adequacy,unigram,3,15.0,2.6582,3
adjustments,unigram,3,15.0,2.6582,3
adjustments assessing,bigram,3,15.0,2.6582,3
advanced technology,bigram,3,15.0,2.6582,3
advances ai,bigram,3,15.0,2.6582,3
adverse effect,bigram,3,15.0,2.6582,3
affected,unigram,3,15.0,2.6582,3
agent,unigram,3,15.0,2.6582,3
agm annual,bigram,3,15.0,2.6582,3
ai artificial,bigram,3,15.0,2.6582,3
ai cyber,bigram,3,15.0,2.6582,3
ai including,bigram,3,15.0,2.6582,3
ai market,bigram,3,15.0,2.6582,3
ai new,bigram,3,15.0,2.6582,3
ai risks,bigram,3,15.0,2.6582,3
ai scale,bigram,3,15.0,2.6582,3
aims,unigram,3,15.0,2.6582,3
amounts,unigram,3,15.0,2.6582,3
analytics ai,bigram,3,15.0,2.6582,3
annual general,bigram,3,15.0,2.6582,3
appointments,unigram,3,15.0,2.6582,3
apprenticeship,unigram,3,15.0,2.6582,3
appropriateness,unigram,3,15.0,2.6582,3
assist,unigram,3,15.0,2.6582,3
assistance,unigram,3,15.0,2.6582,3
attract,unigram,3,15.0,2.6582,3
audit risk,bigram,3,15.0,2.6582,3
authority pra,bigram,3,15.0,2.6582,3
automated decision,bigram,3,15.0,2.6582,3
automation use,bigram,3,15.0,2.6582,3
balanced,unigram,3,15.0,2.6582,3
basis points,bigram,3,15.0,2.6582,3
board approved,bigram,3,15.0,2.6582,3
board risk,bigram,3,15.0,2.6582,3
bonus,unigram,3,15.0,2.6582,3
brand,unigram,3,15.0,2.6582,3
bribery,unigram,3,15.0,2.6582,3
bribery corruption,bigram,3,15.0,2.6582,3
british,unigram,3,15.0,2.6582,3
broad,unigram,3,15.0,2.6582,3
broadly,unigram,3,15.0,2.6582,3
business ai,bigram,3,15.0,2.6582,3
business outcomes,bigram,3,15.0,2.6582,3
buybacks,unigram,3,15.0,2.6582,3
capex,unigram,3,15.0,2.6582,3
capital management,bigram,3,15.0,2.6582,3
capital markets,bigram,3,15.0,2.6582,3
carbon accounting,bigram,3,15.0,2.6582,3
centralised,unigram,3,15.0,2.6582,3
channel,unigram,3,15.0,2.6582,3
chief information,bigram,3,15.0,2.6582,3
colleague experience,bigram,3,15.0,2.6582,3
colleagues customers,bigram,3,15.0,2.6582,3
coming,unigram,3,15.0,2.6582,3
committee management,bigram,3,15.0,2.6582,3
companies act,bigram,3,15.0,2.6582,3
competitive advantage,bigram,3,15.0,2.6582,3
compliant,unigram,3,15.0,2.6582,3
components,unigram,3,15.0,2.6582,3
comprised,unigram,3,15.0,2.6582,3
conduct authority,bigram,3,15.0,2.6582,3
construction,unigram,3,15.0,2.6582,3
continue provide,bigram,3,15.0,2.6582,3
continuous learning,bigram,3,15.0,2.6582,3
contribute,unigram,3,15.0,2.6582,3
controls risk,bigram,3,15.0,2.6582,3
conversion,unigram,3,15.0,2.6582,3
corruption,unigram,3,15.0,2.6582,3
course,unigram,3,15.0,2.6582,3
criminals,unigram,3,15.0,2.6582,3
cross border,bigram,3,15.0,2.6582,3
customer needs,bigram,3,15.0,2.6582,3
cyber threats,bigram,3,15.0,2.6582,3
cybersecurity data,bigram,3,15.0,2.6582,3
dashboards,unigram,3,15.0,2.6582,3
data centres,bigram,3,15.0,2.6582,3
data data,bigram,3,15.0,2.6582,3
data risk,bigram,3,15.0,2.6582,3
day day,bigram,3,15.0,2.6582,3
debt,unigram,3,15.0,2.6582,3
deeper,unigram,3,15.0,2.6582,3
delivered strong,bigram,3,15.0,2.6582,3
desktop,unigram,3,15.0,2.6582,3
determined principal,bigram,3,15.0,2.6582,3
digital asset,bigram,3,15.0,2.6582,3
digital experiences,bigram,3,15.0,2.6582,3
digital markets,bigram,3,15.0,2.6582,3
direction,unigram,3,15.0,2.6582,3
directors remuneration,bigram,3,15.0,2.6582,3
discussion,unigram,3,15.0,2.6582,3
dives,unigram,3,15.0,2.6582,3
documents,unigram,3,15.0,2.6582,3
doing,unigram,3,15.0,2.6582,3
drive greater,bigram,3,15.0,2.6582,3
drive innovation,bigram,3,15.0,2.6582,3
drives,unigram,3,15.0,2.6582,3
dynamic,unigram,3,15.0,2.6582,3
efficiency customer,bigram,3,15.0,2.6582,3
eligible,unigram,3,15.0,2.6582,3
empower colleagues,bigram,3,15.0,2.6582,3
empowered,unigram,3,15.0,2.6582,3
empowers,unigram,3,15.0,2.6582,3
en,unigram,3,15.0,2.6582,3
enablers,unigram,3,15.0,2.6582,3
ended,unigram,3,15.0,2.6582,3
engagement team,bigram,3,15.0,2.6582,3
england,unigram,3,15.0,2.6582,3
enhance colleague,bigram,3,15.0,2.6582,3
enhanced ai,bigram,3,15.0,2.6582,3
enhanced digital,bigram,3,15.0,2.6582,3
enhances,unigram,3,15.0,2.6582,3
ensure data,bigram,3,15.0,2.6582,3
ensure safe,bigram,3,15.0,2.6582,3
environmental,unigram,3,15.0,2.6582,3
evaluation,unigram,3,15.0,2.6582,3
execution risk,bigram,3,15.0,2.6582,3
expenditure,unigram,3,15.0,2.6582,3
experimentation,unigram,3,15.0,2.6582,3
explored,unigram,3,15.0,2.6582,3
extent,unigram,3,15.0,2.6582,3
facilitated,unigram,3,15.0,2.6582,3
far,unigram,3,15.0,2.6582,3
fast evolving,bigram,3,15.0,2.6582,3
feeds,unigram,3,15.0,2.6582,3
financ,unigram,3,15.0,2.6582,3
financial institutions,bigram,3,15.0,2.6582,3
financial loss,bigram,3,15.0,2.6582,3
fit,unigram,3,15.0,2.6582,3
flows,unigram,3,15.0,2.6582,3
following completion,bigram,3,15.0,2.6582,3
fraud risk,bigram,3,15.0,2.6582,3
gas,unigram,3,15.0,2.6582,3
gdp,unigram,3,15.0,2.6582,3
genai generative,bigram,3,15.0,2.6582,3
general meeting,bigram,3,15.0,2.6582,3
ghg,unigram,3,15.0,2.6582,3
global economy,bigram,3,15.0,2.6582,3
governed,unigram,3,15.0,2.6582,3
grade,unigram,3,15.0,2.6582,3
green,unigram,3,15.0,2.6582,3
greenhouse,unigram,3,15.0,2.6582,3
greenhouse gas,bigram,3,15.0,2.6582,3
group audit,bigram,3,15.0,2.6582,3
group continues,bigram,3,15.0,2.6582,3
group engagement,bigram,3,15.0,2.6582,3
group operates,bigram,3,15.0,2.6582,3
group strategic,bigram,3,15.0,2.6582,3
group strategy,bigram,3,15.0,2.6582,3
group technology,bigram,3,15.0,2.6582,3
group uses,bigram,3,15.0,2.6582,3
growth driven,bigram,3,15.0,2.6582,3
guardrails,unigram,3,15.0,2.6582,3
handling time,bigram,3,15.0,2.6582,3
hold,unigram,3,15.0,2.6582,3
hour,unigram,3,15.0,2.6582,3
iii,unigram,3,15.0,2.6582,3
impact ai,bigram,3,15.0,2.6582,3
impacted,unigram,3,15.0,2.6582,3
improve efficiency,bigram,3,15.0,2.6582,3
inaugural,unigram,3,15.0,2.6582,3
including digital,bigram,3,15.0,2.6582,3
including machine,bigram,3,15.0,2.6582,3
incorporation,unigram,3,15.0,2.6582,3
increased focus,bigram,3,15.0,2.6582,3
increases,unigram,3,15.0,2.6582,3
increasing automation,bigram,3,15.0,2.6582,3
increasingly sophisticated,bigram,3,15.0,2.6582,3
independent non,bigram,3,15.0,2.6582,3
information security,bigram,3,15.0,2.6582,3
initiatives including,bigram,3,15.0,2.6582,3
innovative products,bigram,3,15.0,2.6582,3
input,unigram,3,15.0,2.6582,3
integration ai,bigram,3,15.0,2.6582,3
intend,unigram,3,15.0,2.6582,3
interface,unigram,3,15.0,2.6582,3
introduces,unigram,3,15.0,2.6582,3
introducing,unigram,3,15.0,2.6582,3
introduction,unigram,3,15.0,2.6582,3
intuitive,unigram,3,15.0,2.6582,3
inventory,unigram,3,15.0,2.6582,3
investing automation,bigram,3,15.0,2.6582,3
invests,unigram,3,15.0,2.6582,3
ip,unigram,3,15.0,2.6582,3
issuance,unigram,3,15.0,2.6582,3
job,unigram,3,15.0,2.6582,3
john,unigram,3,15.0,2.6582,3
judgement,unigram,3,15.0,2.6582,3
keeping,unigram,3,15.0,2.6582,3
key markets,bigram,3,15.0,2.6582,3
known,unigram,3,15.0,2.6582,3
launched new,bigram,3,15.0,2.6582,3
leadership team,bigram,3,15.0,2.6582,3
leading technology,bigram,3,15.0,2.6582,3
look,unigram,3,15.0,2.6582,3
macro,unigram,3,15.0,2.6582,3
make better,bigram,3,15.0,2.6582,3
manage money,bigram,3,15.0,2.6582,3
management including,bigram,3,15.0,2.6582,3
mandatory,unigram,3,15.0,2.6582,3
manipulation,unigram,3,15.0,2.6582,3
margin,unigram,3,15.0,2.6582,3
market conditions,bigram,3,15.0,2.6582,3
maturity,unigram,3,15.0,2.6582,3
maximising,unigram,3,15.0,2.6582,3
medium term,bigram,3,15.0,2.6582,3
met,unigram,3,15.0,2.6582,3
methods,unigram,3,15.0,2.6582,3
mitigating,unigram,3,15.0,2.6582,3
mitigation,unigram,3,15.0,2.6582,3
mix,unigram,3,15.0,2.6582,3
month,unigram,3,15.0,2.6582,3
movements,unigram,3,15.0,2.6582,3
nce,unigram,3,15.0,2.6582,3
near,unigram,3,15.0,2.6582,3
necessary,unigram,3,15.0,2.6582,3
new business,bigram,3,15.0,2.6582,3
new innovative,bigram,3,15.0,2.6582,3
new markets,bigram,3,15.0,2.6582,3
new risks,bigram,3,15.0,2.6582,3
non compliance,bigram,3,15.0,2.6582,3
notably,unigram,3,15.0,2.6582,3
obtained,unigram,3,15.0,2.6582,3
offer customers,bigram,3,15.0,2.6582,3
operation,unigram,3,15.0,2.6582,3
opportunities enhance,bigram,3,15.0,2.6582,3
optimise,unigram,3,15.0,2.6582,3
optimised,unigram,3,15.0,2.6582,3
oversees,unigram,3,15.0,2.6582,3
parallel,unigram,3,15.0,2.6582,3
participated,unigram,3,15.0,2.6582,3
particularly areas,bigram,3,15.0,2.6582,3
people risk,bigram,3,15.0,2.6582,3
people technology,bigram,3,15.0,2.6582,3
perceived,unigram,3,15.0,2.6582,3
perform,unigram,3,15.0,2.6582,3
performed,unigram,3,15.0,2.6582,3
performing,unigram,3,15.0,2.6582,3
personal information,bigram,3,15.0,2.6582,3
phishing,unigram,3,15.0,2.6582,3
planned,unigram,3,15.0,2.6582,3
play,unigram,3,15.0,2.6582,3
policies procedures,bigram,3,15.0,2.6582,3
policymakers,unigram,3,15.0,2.6582,3
posting inappropriate,bigram,3,15.0,2.6582,3
potential ai,bigram,3,15.0,2.6582,3
presents,unigram,3,15.0,2.6582,3
prevent,unigram,3,15.0,2.6582,3
problem,unigram,3,15.0,2.6582,3
problem solving,bigram,3,15.0,2.6582,3
product offerings,bigram,3,15.0,2.6582,3
progressing,unigram,3,15.0,2.6582,3
progression,unigram,3,15.0,2.6582,3
promoting,unigram,3,15.0,2.6582,3
protected,unigram,3,15.0,2.6582,3
protecting,unigram,3,15.0,2.6582,3
provision code,bigram,3,15.0,2.6582,3
public,unigram,3,15.0,2.6582,3
published,unigram,3,15.0,2.6582,3
questions,unigram,3,15.0,2.6582,3
reasonable,unigram,3,15.0,2.6582,3
recently,unigram,3,15.0,2.6582,3
record,unigram,3,15.0,2.6582,3
reduce costs,bigram,3,15.0,2.6582,3
regulation authority,bigram,3,15.0,2.6582,3
regulations potential,bigram,3,15.0,2.6582,3
relate,unigram,3,15.0,2.6582,3
relevance,unigram,3,15.0,2.6582,3
rely,unigram,3,15.0,2.6582,3
remain focused,bigram,3,15.0,2.6582,3
removing,unigram,3,15.0,2.6582,3
remuneration report,bigram,3,15.0,2.6582,3
reshape,unigram,3,15.0,2.6582,3
resolve,unigram,3,15.0,2.6582,3
respective,unigram,3,15.0,2.6582,3
responded,unigram,3,15.0,2.6582,3
review group,bigram,3,15.0,2.6582,3
risk controls,bigram,3,15.0,2.6582,3
risk failure,bigram,3,15.0,2.6582,3
risk financial,bigram,3,15.0,2.6582,3
risk group,bigram,3,15.0,2.6582,3
risk loss,bigram,3,15.0,2.6582,3
risk material,bigram,3,15.0,2.6582,3
risk override,bigram,3,15.0,2.6582,3
risk scenarios,bigram,3,15.0,2.6582,3
robotics,unigram,3,15.0,2.6582,3
routine,unigram,3,15.0,2.6582,3
running,unigram,3,15.0,2.6582,3
salary,unigram,3,15.0,2.6582,3
sale,unigram,3,15.0,2.6582,3
scanning,unigram,3,15.0,2.6582,3
schedule,unigram,3,15.0,2.6582,3
scorecard,unigram,3,15.0,2.6582,3
se,unigram,3,15.0,2.6582,3
seen,unigram,3,15.0,2.6582,3
sensitive,unigram,3,15.0,2.6582,3
served,unigram,3,15.0,2.6582,3
seven,unigram,3,15.0,2.6582,3
shaping,unigram,3,15.0,2.6582,3
shareholding,unigram,3,15.0,2.6582,3
short term,bigram,3,15.0,2.6582,3
significantly improved,bigram,3,15.0,2.6582,3
simplifies,unigram,3,15.0,2.6582,3
simplifying,unigram,3,15.0,2.6582,3
societal,unigram,3,15.0,2.6582,3
solving,unigram,3,15.0,2.6582,3
spanning,unigram,3,15.0,2.6582,3
specialists,unigram,3,15.0,2.6582,3
specific ai,bigram,3,15.0,2.6582,3
spent,unigram,3,15.0,2.6582,3
staff,unigram,3,15.0,2.6582,3
state,unigram,3,15.0,2.6582,3
stay,unigram,3,15.0,2.6582,3
strategic priorities,bigram,3,15.0,2.6582,3
strategic risk,bigram,3,15.0,2.6582,3
subsidiary,unigram,3,15.0,2.6582,3
supervisory,unigram,3,15.0,2.6582,3
supported ai,bigram,3,15.0,2.6582,3
sustainable finance,bigram,3,15.0,2.6582,3
tariffs,unigram,3,15.0,2.6582,3
technological changes,bigram,3,15.0,2.6582,3
technology strategy,bigram,3,15.0,2.6582,3
term sustainable,bigram,3,15.0,2.6582,3
test,unigram,3,15.0,2.6582,3
tests,unigram,3,15.0,2.6582,3
tha,unigram,3,15.0,2.6582,3
took,unigram,3,15.0,2.6582,3
tools including,bigram,3,15.0,2.6582,3
trades,unigram,3,15.0,2.6582,3
train,unigram,3,15.0,2.6582,3
transformation ai,bigram,3,15.0,2.6582,3
undertakes,unigram,3,15.0,2.6582,3
unusual outside,bigram,3,15.0,2.6582,3
ur,unigram,3,15.0,2.6582,3
usd,unigram,3,15.0,2.6582,3
utilising,unigram,3,15.0,2.6582,3
value shareholders,bigram,3,15.0,2.6582,3
volumes,unigram,3,15.0,2.6582,3
vulnerability,unigram,3,15.0,2.6582,3
website,unigram,3,15.0,2.6582,3
widely,unigram,3,15.0,2.6582,3
widespread,unigram,3,15.0,2.6582,3
worth,unigram,3,15.0,2.6582,3
year ended,bigram,3,15.0,2.6582,3
year launched,bigram,3,15.0,2.6582,3
year year,bigram,3,15.0,2.6582,3
cent,unigram,2,10.0,2.9459,16
native,unigram,2,10.0,2.9459,13
workflows,unigram,2,10.0,2.9459,13
ai native,bigram,2,10.0,2.9459,11
ai group,bigram,2,10.0,2.9459,9
retirement,unigram,2,10.0,2.9459,9
harm,unigram,2,10.0,2.9459,8
require,unigram,2,10.0,2.9459,8
ai act,bigram,2,10.0,2.9459,7
backed,unigram,2,10.0,2.9459,7
david,unigram,2,10.0,2.9459,7
divisional,unigram,2,10.0,2.9459,7
eu ai,bigram,2,10.0,2.9459,7
family,unigram,2,10.0,2.9459,7
group ability,bigram,2,10.0,2.9459,7
holdings,unigram,2,10.0,2.9459,7
hong,unigram,2,10.0,2.9459,7
hong kong,bigram,2,10.0,2.9459,7
kong,unigram,2,10.0,2.9459,7
ai policy,bigram,2,10.0,2.9459,6
financial markets,bigram,2,10.0,2.9459,6
high quality,bigram,2,10.0,2.9459,6
human rights,bigram,2,10.0,2.9459,6
internally,unigram,2,10.0,2.9459,6
interoperability,unigram,2,10.0,2.9459,6
